gene,pval_spark,qval_spark,pval_spatialde,qval_spatialde,FSV,l,sig_spark,sig_spatialde,agreement
DCLRE1A,,,0.388334313544549,0.974739246369655,0.0302463703596413,0.1487542279755095,False,False,True
DCLRE1B,,,0.9747391902815156,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DCLRE1C,,,0.9747376335795772,0.974739246369655,1.667636025242796e-07,0.0517459530724249,False,False,True
DCP1A,,,0.9747392067692984,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DCP1B,,,0.3887414202879006,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DCPS,,,0.4175932248606654,0.974739246369655,0.0919052920681649,0.0517459530724249,False,False,True
DCTN6,,,0.9747392051580276,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DCUN1D2,,,0.9131079816758156,0.974739246369655,0.0022438620911664,0.1487542279755095,False,False,True
DCUN1D3,,,0.9747391737515112,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DCUN1D4,,,0.9747392142394112,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDAH2,,,0.9747392097370144,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDB2,,,0.9747392050155828,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDHD1,,,0.7139352685432384,0.974739246369655,0.5081587813019119,0.0180004541438273,False,False,True
DDHD2,,,0.3070842396441791,0.974739246369655,0.2788477019075804,0.0305196765285746,False,False,True
DDIAS,,,0.0360801140993289,0.762034710258826,0.4033030528591161,0.0305196765285746,False,False,True
DDIT3,,,0.2761189184808692,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DDR2,,,0.0863965716157739,0.974739246369655,0.0612938032347503,0.1487542279755095,False,False,True
DDT,,,0.2326671858561477,0.974739246369655,0.3087315026532324,0.0305196765285746,False,False,True
DDTL,,,0.9747392127140364,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DDX10,,,0.974739195770284,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDX11,,,0.1107801604624703,0.974739246369655,0.3622266930202126,0.0305196765285746,False,False,True
DDX19A,,,0.6377583578290509,0.974739246369655,0.1139425785880493,0.0305196765285746,False,False,True
DDX19B,,,0.9747392117562927,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
DDX20,,,0.9747391976428216,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDX26B,,,0.921308030221208,0.974739246369655,0.0023426938900203,0.1487542279755095,False,False,True
DDX28,,,0.974657096528542,0.974739246369655,1.1600141236582382e-06,0.0877349947292727,False,False,True
DDX31,,,0.6481575539231966,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DDX39B,,,0.1893588921259692,0.974739246369655,0.175325040715591,0.0305196765285746,False,False,True
DDX41,,,0.974739191384566,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDX47,,,0.9747391747042428,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDX51,,,0.4677142081478919,0.974739246369655,0.0167232996847424,0.1487542279755095,False,False,True
DDX55,,,0.9747391824814252,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
DDX58,,,0.9747391807656488,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DDX59,,,0.1706737618518076,0.974739246369655,0.0743790914553639,0.0877349947292727,False,False,True
DDX60L,,,0.4703959192554248,0.974739246369655,0.054596976005192,0.0517459530724249,False,False,True
DEAF1,,,0.5402277710766565,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DEDD2,,,0.9747392134312703,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DEFB1,,,0.5884601729880503,0.974739246369655,0.1013086508618371,0.0305196765285746,False,False,True
DENND1A,,,0.9747391837670046,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DENND1C,,,0.9747391807261008,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DENND3,,,0.9747391785910442,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DENND4A,,,0.9747391915806958,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DENND4B,,,0.2921403229998952,0.974739246369655,0.2483811457326088,0.0305196765285746,False,False,True
DENND4C,,,0.8545569675177513,0.974739246369655,0.0383525334657132,0.0305196765285746,False,False,True
DENND5B,,,0.9747391805616455,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DENND6A,,,0.7701730696226061,0.974739246369655,0.0098606718090766,0.1487542279755095,False,False,True
DENND6B,,,0.1896968476312114,0.974739246369655,0.025902856970658,0.252212021085435,False,False,True
DEPDC1,,,0.1730769541309198,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DEPDC5,,,0.9747391969087668,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DEPDC7,,,0.9747391779375174,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DERA,,,0.974739200931932,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DERL3,,,0.681978025433934,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DESI1,,,0.3583788548472734,0.974739246369655,0.0449283324138496,0.0877349947292727,False,False,True
DET1,,,0.2835570798551905,0.974739246369655,0.2700907792640115,0.0305196765285746,False,False,True
DFFB,,,0.9624053314708966,0.974739246369655,0.0013231269095413,0.0877349947292727,False,False,True
DFNA5,,,0.9747391909468532,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DFNB31,,,0.6057578045326102,0.974739246369655,0.0228807919577441,0.0877349947292727,False,False,True
DFNB59,,,0.974739182474267,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DGAT2,,,0.3202261282837239,0.974739246369655,0.2298129576549166,0.0305196765285746,False,False,True
DGCR14,,,0.9747391863517644,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DGKA,,,0.974739185955926,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DGKD,,,0.9747391890281468,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DGKE,,,0.9747391820397756,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DGKH,,,0.4752436823782315,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DGKI,,,0.9747391980350812,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DGKQ,,,0.4687727387530853,0.974739246369655,0.0247885959928757,0.1487542279755095,False,False,True
DGUOK,,,0.1505341203847775,0.974739246369655,0.0792665373317344,0.0877349947292727,False,False,True
DHDDS,,,0.9747391950007968,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHFR,,,0.7021981401745536,0.974739246369655,0.0165243691474755,0.0877349947292727,False,False,True
DHFRL1,,,0.9747391849072766,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHODH,,,0.7388652839504171,0.974739246369655,0.0044728120987525,0.252212021085435,False,False,True
DHPS,,,0.974739214729736,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHRS1,,,0.9747391977838348,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHRS12,,,0.9747391950151127,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHRS13,,,0.3370996479528106,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DHRS3,,,0.109962578430921,0.974739246369655,0.0751583793526008,0.0877349947292727,False,False,True
DHRS7,,,0.9747391822917376,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHRS7B,,,0.7141028682801414,0.974739246369655,0.0089746929492697,0.1487542279755095,False,False,True
DHTKD1,,,0.6681141158703423,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DHX16,,,0.8276674552250042,0.974739246369655,0.4971176617216621,0.0180004541438273,False,False,True
DHX32,,,0.0311502400296772,0.729136173984424,0.5205924360769132,0.0305196765285746,False,False,True
DHX33,,,0.974739199554013,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DHX34,,,0.776402326688745,0.974739246369655,0.0047141312920388,0.252212021085435,False,False,True
DHX35,,,0.7352411902704815,0.974739246369655,0.0093389128713133,0.1487542279755095,False,False,True
DHX40,,,0.7933099044279497,0.974739246369655,0.0085897866688938,0.1487542279755095,False,False,True
DHX58,,,0.9746401684575686,0.974739246369655,7.811913148619532e-07,0.0877349947292727,False,False,True
DHX8,,,0.9747391834713788,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DIAPH2,,,0.6016770035168455,0.974739246369655,0.0221022213121609,0.0877349947292727,False,False,True
DIAPH3,,,0.9747392063025953,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DIEXF,,,0.5590685464891092,0.974739246369655,0.1386119972098533,0.0305196765285746,False,False,True
DIO1,,,0.9747391946475488,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DIP2B,,,0.8126074224100229,0.974739246369655,0.4956948035933291,0.0180004541438273,False,False,True
DIRC2,,,0.9747392143897298,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DIRC3,,,0.9747391813654904,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
DIS3L,,,0.9747391920337982,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DIS3L2,,,0.9747391865965684,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DISP1,,,0.974739183906944,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DKC1,,,0.5278165426144632,0.974739246369655,0.1192375336086446,0.0305196765285746,False,False,True
DKK1,,,0.9747344753788516,0.974739246369655,2.08256057938118e-07,0.0877349947292727,False,False,True
DLAT,,,0.761136636601312,0.974739246369655,0.4996587755219664,0.0180004541438273,False,False,True
DLC1,,,0.5203414396935961,0.974739246369655,0.0300546267879167,0.0877349947292727,False,False,True
DLEC1,,,0.1326456374887863,0.974739246369655,0.0874094575491372,0.0877349947292727,False,False,True
DLG4,,,0.4011444281182189,0.974739246369655,0.1759589613254714,0.0305196765285746,False,False,True
DLGAP5,,,0.7531780410699596,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DLL1,,,0.9747392035123984,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
DLL3,,,0.1557894911973292,0.974739246369655,0.2871357548579819,0.0305196765285746,False,False,True
DLX1,,,0.9747391800863532,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DMAP1,,,0.5270524048354669,0.974739246369655,0.1209710749492925,0.0305196765285746,False,False,True
DMC1,,,0.1397039126730178,0.974739246369655,0.321276117135744,0.0305196765285746,False,False,True
DMD,,,0.9747391936765634,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DMPK,,,0.9747392021369848,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DMTF1,,,0.542515982872704,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DMTN,,,0.9747391820476494,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DMWD,,,0.078786268696898,0.974739246369655,0.1435239232380336,0.0517459530724249,False,False,True
DMXL1,,,0.2339064760721357,0.974739246369655,0.0657557572380005,0.0877349947292727,False,False,True
DMXL2,,,0.5988414751159984,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DNA2,,,0.6403627432122014,0.974739246369655,0.0858507689652176,0.0305196765285746,False,False,True
DNAAF5,,,0.9747392179895004,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
DNAH1,,,0.9747391813576168,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAH14,,,0.3604965126322262,0.974739246369655,0.0971304015277349,0.0517459530724249,False,False,True
DNAH5,,,0.9747391892006548,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAJB4,,,0.3323367977680028,0.974739246369655,0.1732146563452538,0.0305196765285746,False,False,True
DNAJB7,,,0.0004093071730649,0.0571962284448189,0.9234642265075924,0.0305196765285746,False,False,True
DNAJC12,,,0.0601807000860322,0.9130555784810842,0.4111425305124981,0.0305196765285746,False,False,True
DNAJC14,,,0.9747391780141084,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAJC16,,,0.7228512192228712,0.974739246369655,0.0139784272574008,0.0877349947292727,False,False,True
DNAJC17,,,0.1529796087120329,0.974739246369655,0.3611475695723178,0.0305196765285746,False,False,True
DNAJC18,,,0.9747391851717652,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAJC2,,,0.9747391842422968,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DNAJC22,,,0.9747392090366018,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DNAJC24,,,0.9747391992494392,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAJC25,,,0.2079066987384539,0.974739246369655,0.229857446344307,0.0305196765285746,False,False,True
DNAJC27,,,0.4779438704067068,0.974739246369655,0.0330807828551445,0.0877349947292727,False,False,True
DNAJC30,,,0.974739178242091,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAJC6,,,0.974739188637319,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAJC7,,,0.97473917770524,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNAL1,,,0.9747392038595624,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNALI1,,,0.8934529207419653,0.974739246369655,0.0026315189690706,0.1487542279755095,False,False,True
DNASE1L2,,,0.974739192771074,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DNHD1,,,0.9747391916007382,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DNLZ,,,0.9747391852873672,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNM1,,,0.9747391735278234,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNMBP,,,0.97472002157153,0.974739246369655,1.6825888882323573e-07,0.0517459530724249,False,False,True
DNMT3B,,,0.9747391789367762,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DNPEP,,,0.2156598736481748,0.974739246369655,0.0352682167748919,0.1487542279755095,False,False,True
DNTTIP2,,,0.0530078416826989,0.8808901642594437,0.2130235410390156,0.0517459530724249,False,False,True
DOC2A,,,0.9747391909690432,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DOC2B,,,0.7588096546818076,0.974739246369655,0.0192718462091441,0.0877349947292727,False,False,True
DOCK1,,,0.4408471334934651,0.974739246369655,0.1588922317185488,0.0305196765285746,False,False,True
DOCK10,,,0.5017618376350067,0.974739246369655,0.0296313292394955,0.0877349947292727,False,False,True
DOCK11,,,0.9747392111954616,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DOCK2,,,0.2652394541461956,0.974739246369655,0.0966300887505523,0.0517459530724249,False,False,True
DOCK3,,,0.9747391795616708,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DOCK4,,,0.2216039523909331,0.974739246369655,0.2908558218721788,0.0305196765285746,False,False,True
DOCK6,,,0.9747391871563252,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DOCK7,,,0.7409858613564955,0.974739246369655,0.033801621564488,0.0517459530724249,False,False,True
DOHH,,,0.3873896256736507,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DOK1,,,0.9747391843553936,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DOK2,,,0.9747391986732188,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DOK3,,,0.6949591321256742,0.974739246369655,0.508515706012901,0.0180004541438273,False,False,True
DOK4,,,0.5640514360650284,0.974739246369655,0.1125239969497997,0.0305196765285746,False,False,True
DOK5,,,0.7323235167641482,0.974739246369655,0.00554603675445,0.252212021085435,False,False,True
DOK6,,,0.5362724937490673,0.974739246369655,0.0125443143757244,0.252212021085435,False,False,True
DOLK,,,0.2101128870233479,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DOLPP1,,,0.9747392065624314,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DONSON,,,0.9747391963744207,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DOPEY2,,,0.6634733608961123,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DOT1L,,,0.9502472911990024,0.974739246369655,0.0013176955284412,0.1487542279755095,False,False,True
DPCD,,,0.7140605899667183,0.974739246369655,0.0733497683680373,0.0305196765285746,False,False,True
DPF2,,,0.7135660753982136,0.974739246369655,0.0079569528776232,0.1487542279755095,False,False,True
DPH1,,,0.9747391815252932,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DPH2,,,0.9747391921368735,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DPH5,,,0.6202515193281868,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DPH6,,,0.9747391846130822,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DPH7,,,0.1321325237930569,0.974739246369655,0.3351430400724039,0.0305196765285746,False,False,True
DPP4,,,0.4645661695005578,0.974739246369655,0.0171351631868624,0.1487542279755095,False,False,True
DPP8,,,0.9747392205048306,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DPT,,,0.322635914675021,0.974739246369655,0.0171661845637655,0.4276241720704075,False,False,True
DPY19L1,,,0.1317622365143019,0.974739246369655,0.0851766994991144,0.0877349947292727,False,False,True
DPY19L2,,,0.4425451706095989,0.974739246369655,0.0379156309698164,0.0877349947292727,False,False,True
DPYD,,,0.7644719585837925,0.974739246369655,0.0094725823170106,0.1487542279755095,False,False,True
DPYSL4,,,0.9747391882561546,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DRAM1,,,0.7878769186534325,0.974739246369655,0.0077935738237877,0.1487542279755095,False,False,True
DRD4,,,0.9747391895982828,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DRG2,,,0.9747392032869208,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DROSHA,,,0.2672437626826822,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DSC2,,,0.9746904439954388,0.974739246369655,4.462745080766613e-07,0.0877349947292727,False,False,True
DSC3,,,0.7255061932233973,0.974739246369655,0.0097227715254906,0.1487542279755095,False,False,True
DSCC1,,,0.8955075699980156,0.974739246369655,0.0025937119361792,0.1487542279755095,False,False,True
DSCR3,,,0.0021698584057956,0.1788185875955692,0.6394930453568509,0.0305196765285746,False,False,True
DSEL,,,0.9425998566041346,0.974739246369655,0.0018228905447502,0.1487542279755095,False,False,True
DSG3,,,0.1573549119575036,0.974739246369655,0.1480460962501034,0.0517459530724249,False,False,True
DSTYK,,,0.9747391930616895,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DTD1,,,0.9747392012175368,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DTD2,,,0.5599748670703236,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DTL,,,0.2849241512622347,0.974739246369655,0.0329320189073182,0.1487542279755095,False,False,True
DTNA,,,0.4744853538458372,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DTNB,,,0.8695186426667112,0.974739246369655,0.0037136908054202,0.1487542279755095,False,False,True
DTNBP1,,,0.9747391987458726,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DTWD1,,,0.7713765590240843,0.974739246369655,0.0638711926635409,0.0305196765285746,False,False,True
DTWD2,,,0.9747391817405706,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DTX1,,,0.9254887192938293,0.974739246369655,0.0024090443663131,0.1487542279755095,False,False,True
DTX3,,,0.687172420444699,0.974739246369655,0.5024584847446788,0.0180004541438273,False,False,True
DTX4,,,0.9747391877812202,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUOX1,,,0.9747391795781344,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUS2,,,0.9747391828958742,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUS3L,,,0.9747391901576818,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUS4L,,,0.9747391917127612,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUSP12,,,0.402636444437969,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DUSP15,,,0.9747392008216984,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUSP2,,,0.9747391942499208,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DUSP22,,,0.1417102826659098,0.974739246369655,0.2926319658251209,0.0305196765285746,False,False,True
DUSP28,,,0.9747305087247524,0.974739246369655,1.441673444145078e-07,0.0517459530724249,False,False,True
DUSP7,,,0.9747391900216794,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DUSP8,,,0.9747391978747416,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DVL1,,,0.9747391926572616,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DXO,,,0.974739197858636,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
DYM,,,0.974739191622928,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DYNC1I2,,,0.648271110351525,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
DYNC2H1,,,0.9747391904626134,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DYNC2LI1,,,0.4400575570846085,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
DYNLRB2,,,0.9747392022303968,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
DYRK1A,,,0.4327517788050111,0.974739246369655,0.022049470698898,0.252212021085435,False,False,True
DYRK4,,,0.562056245262431,0.974739246369655,0.1470203962605195,0.0305196765285746,False,False,True
DYSF,,,0.305124899301077,0.974739246369655,0.2409864305354326,0.0305196765285746,False,False,True
DYX1C1,,,0.913533080372708,0.974739246369655,0.0025373117337316,0.1487542279755095,False,False,True
DZIP1,,,0.749517863120871,0.974739246369655,0.5061269607159528,0.0180004541438273,False,False,True
DZIP1L,,,0.9747116535680708,0.974739246369655,5.377291642497841e-07,0.0877349947292727,False,False,True
DZIP3,,,0.7306276820474823,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
E2F1,,,0.643232157733739,0.974739246369655,0.0796602647220657,0.0305196765285746,False,False,True
E2F3,,,0.9747170418652484,0.974739246369655,1.105659538105159e-06,0.0877349947292727,False,False,True
E2F4,,,0.9747391803197046,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
E2F6,,,0.97473919599433,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
E2F7,,,0.974695166734228,0.974739246369655,2.9898520199522466e-07,0.0877349947292727,False,False,True
E2F8,,,0.4878778259963693,0.974739246369655,0.0238448155698173,0.1487542279755095,False,False,True
EAF1,,,0.9747392070076604,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EAF2,,,0.9747392059038934,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EARS2,,,0.974739221591419,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
EBF1,,,0.974739192904929,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EBF2,,,0.9747391807556276,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EBI3,,,0.9747391946071058,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EBP,,,0.9747391846624724,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EBPL,,,0.1320765916470491,0.974739246369655,0.0267163181369057,0.4276241720704075,False,False,True
ECD,,,0.974739189553903,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
ECE2,,,0.9747391857347432,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
ECM2,,,0.1217537199108734,0.974739246369655,0.0564886388553287,0.252212021085435,False,False,True
ECSCR,,,0.5664895459728798,0.974739246369655,0.014872427475129,0.1487542279755095,False,False,True
ECSIT,,,0.4851503880203046,0.974739246369655,0.0343215535846717,0.0877349947292727,False,False,True
ECT2,,,0.7798322297095669,0.974739246369655,0.0128663052497783,0.0877349947292727,False,False,True
EDA2R,,,0.9747391904862348,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EDC3,,,0.1234418945965472,0.974739246369655,0.1670615371867803,0.0517459530724249,False,False,True
EDEM1,,,0.9747391912671746,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EDIL3,,,0.9747391982720116,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EDN1,,,0.6183338880656635,0.974739246369655,0.5148995948712091,0.0180004541438273,False,False,True
EDNRB,,,0.9747391876455758,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EDRF1,,,0.9747392037761716,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EED,,,0.9747392019419286,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EEF1A2,,,0.000172522349001,0.0286767882024462,0.1883835938001057,0.1487542279755095,False,True,False
EEF1E1,,,0.1690916759479207,0.974739246369655,0.0319705699847079,0.252212021085435,False,False,True
EEF2K,,,0.3263658337110044,0.974739246369655,0.030912975193471,0.1487542279755095,False,False,True
EEF2KMT,,,0.9747391899601204,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EEFSEC,,,0.9747391821371246,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EEPD1,,,0.9747392072703598,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EFCAB11,,,0.3824123479629001,0.974739246369655,0.0385156567178534,0.0877349947292727,False,False,True
EFCAB2,,,0.805493495600633,0.974739246369655,0.5031709907460518,0.0180004541438273,False,False,True
EFCAB6,,,0.9747391827484192,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EFCAB7,,,0.974739180436738,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EFCC1,,,0.9747391817291178,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EFHC1,,,0.6919582138966585,0.974739246369655,0.074100475496216,0.0305196765285746,False,False,True
EFNA3,,,0.7073175846570813,0.974739246369655,0.0090395130747481,0.1487542279755095,False,False,True
EFNA4,,,0.9747391907152914,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EFNA5,,,0.8798658656114697,0.974739246369655,0.4951226207192788,0.0180004541438273,False,False,True
EFNB1,,,0.7318869163992476,0.974739246369655,0.0036750120099292,0.252212021085435,False,False,True
EFNB2,,,0.7908531832935615,0.974739246369655,0.5013889706004091,0.0180004541438273,False,False,True
EFNB3,,,0.161172286326271,0.974739246369655,0.0242709780303093,0.4276241720704075,False,False,True
EFR3B,,,0.0282739605319723,0.7071790595312006,0.1681979415222133,0.0877349947292727,False,False,True
EFS,,,0.9747392016062174,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
EFTUD1,,,0.9747391952191164,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
EGF,,,0.5201924998196936,0.974739246369655,0.0204242606879181,0.1487542279755095,False,False,True
EGFL6,,,0.0130925389407907,0.5009454780440658,0.0790579153860741,0.1487542279755095,False,False,True
