gene,pval_spark,qval_spark,pval_spatialde,qval_spatialde,FSV,l,sig_spark,sig_spatialde,agreement
SLA2,0.505097620135492,1.0,0.2855694307851204,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
TSC2,0.512553656124906,1.0,0.97473919621766,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TRUB2,0.299741394317324,1.0,0.7920258076998028,0.974739246369655,0.0047470932946134,0.252212021085435,False,False,True
TRUB1,0.773570704729613,1.0,0.9747391917796886,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLBP,0.126188115287552,1.0,0.460987369990234,0.974739246369655,0.0203709097921914,0.1487542279755095,False,False,True
SLC12A2,0.0701767419889763,1.0,0.0128304087329162,0.4923812975234983,0.5806990046998702,0.0305196765285746,False,False,True
SLC30A7,0.879881175886187,1.0,0.9747391779883394,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC30A9,0.498896359604203,1.0,0.6131887181875169,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SLC31A1,0.785204133940827,1.0,0.3257628262692739,0.974739246369655,0.2148540318090357,0.0305196765285746,False,False,True
SLC48A1,0.462137656769909,1.0,0.8836475955206144,0.974739246369655,0.4939534324061412,0.0180004541438273,False,False,True
SLC4A2,0.734808441618074,1.0,0.9747392048137268,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC4A7,0.637370354625318,1.0,0.9747391826167116,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC50A1,0.762825929896101,1.0,0.9747391897246218,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC52A2,0.919376083846695,1.0,0.9747391935555928,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TRIQK,0.0434135664351301,1.0,0.3378217506139463,0.974739246369655,0.0322536895636261,0.1487542279755095,False,False,True
SLC6A8,0.111547090634724,1.0,0.2563787893849096,0.974739246369655,0.1039567007819234,0.0517459530724249,False,False,True
SLC7A2,0.240807360243263,1.0,0.4242808517698488,0.974739246369655,0.0294688920725858,0.1487542279755095,False,False,True
SLC7A5,0.220757870279116,1.0,0.3263159665294544,0.974739246369655,0.2266175680619499,0.0305196765285746,False,False,True
SLC7A8,0.0154524008046377,1.0,0.0226142921039377,0.6547958092077104,0.2181797901376069,0.0517459530724249,False,False,True
TRIP6,0.450783930491181,1.0,0.8194889072957603,0.974739246369655,0.0058708729531426,0.252212021085435,False,False,True
SLC9A3R2,0.0315745237158513,1.0,0.1249210821142077,0.974739246369655,0.0515105139564442,0.1487542279755095,False,False,True
SLCO2B1,0.0224492091550879,1.0,0.0722361416589554,0.9673246712651162,0.0955860213767866,0.0877349947292727,False,False,True
SLFN5,0.220458835052514,1.0,0.3535017033445534,0.974739246369655,0.0716539852341789,0.0517459530724249,False,False,True
SLIRP,0.32799479955466,1.0,0.9747379273196072,0.974739246369655,2.543119687905059e-07,0.0517459530724249,False,False,True
TRIP12,0.0308690209084369,1.0,0.2556873958143802,0.974739246369655,0.1017109918193023,0.0517459530724249,False,False,True
SLK,0.0494253043686513,1.0,0.2676494026910595,0.974739246369655,0.2355400391522361,0.0305196765285746,False,False,True
SLMAP,0.579681749246883,1.0,0.9747391956528924,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLMO2,0.293715089230646,1.0,0.3546356759224833,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SLPI,0.0780933952258915,1.0,0.3486133729880695,0.974739246369655,0.0290675763003358,0.1487542279755095,False,False,True
SLTM,0.73669294024932,1.0,0.5978725693606339,0.974739246369655,0.0256584403761163,0.0877349947292727,False,False,True
SLU7,0.870519708003682,1.0,0.8123225905138614,0.974739246369655,0.5017340928907785,0.0180004541438273,False,False,True
SLX1A,0.171216793574685,1.0,0.3837314160429106,0.974739246369655,0.0204086812401699,0.252212021085435,False,False,True
SLX1B,0.597730825289657,1.0,0.2445190920775121,0.974739246369655,0.1070990643977677,0.0517459530724249,False,False,True
TRIP11,0.0877163645803329,1.0,0.0080626456089478,0.3950168413644981,0.6226410351352353,0.0305196765285746,False,False,True
SMAD2,0.838946744221228,1.0,0.974739191038118,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
SMAD4,0.508189826027774,1.0,0.5897274430202233,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SMAD5,0.441294521651144,1.0,0.8672922025205736,0.974739246369655,0.033133077166838,0.0305196765285746,False,False,True
SMAD7,0.144642408494469,1.0,0.7322322110044286,0.974739246369655,0.0144813473702173,0.0877349947292727,False,False,True
SLC46A1,0.0861120364078612,1.0,0.1317369670848459,0.974739246369655,0.3083003970952374,0.0305196765285746,False,False,True
SLC44A4,0.048445517153528,1.0,0.0910794675613502,0.974739246369655,0.3841940836261244,0.0305196765285746,False,False,True
TRMT10C,0.169580211489473,1.0,0.6455868982833984,0.974739246369655,0.0886441924123465,0.0305196765285746,False,False,True
TRMT112,0.209208250658936,1.0,0.6074945524127741,0.974739246369655,0.0422650702235587,0.0517459530724249,False,False,True
SLC33A1,0.395518047415992,1.0,0.7650160530574244,0.974739246369655,0.0081614878915587,0.1487542279755095,False,False,True
TRPM4,0.248092948021426,1.0,0.7169577053304187,0.974739246369655,0.071997795142171,0.0305196765285746,False,False,True
TRPC4AP,0.0214376490547881,1.0,0.4592643851158788,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SLC35A3,0.46649024893181,1.0,0.9166412020986444,0.974739246369655,0.0046473540265931,0.0877349947292727,False,False,True
TROVE2,0.465137091008847,1.0,0.974739227153206,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC35A4,0.0980587096972181,1.0,0.6990971381928464,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
TRNAU1AP,0.382710599376206,1.0,0.9633560566626936,0.974739246369655,0.0097068405201216,0.0305196765285746,False,False,True
SLC35B2,0.353960036827548,1.0,0.6167663184692773,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
TRMU,0.294262834174743,1.0,0.9747392062374572,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC35B3,0.49125452700061,1.0,0.9747391900402904,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC35C2,0.268232628574265,1.0,0.8739826488714174,0.974739246369655,0.0053691417460827,0.252212021085435,False,False,True
SLC35E1,0.229722795918173,1.0,0.5263205057622138,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SLC35E2B,0.759255733272634,1.0,0.9747391910424128,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC35E3,0.852204593382618,1.0,0.3685354930485679,0.974739246369655,0.1988192862401392,0.0305196765285746,False,False,True
SHROOM3,0.649141554371796,1.0,0.9747391921010836,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TRMT2A,0.272349305177096,1.0,0.8776746213978863,0.974739246369655,0.4863500526597111,0.0180004541438273,False,False,True
SLC35F6,0.782548164031413,1.0,0.9747391991753538,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
SLC38A1,0.293052183518415,1.0,0.5264249861075345,0.974739246369655,0.0292175959952455,0.0877349947292727,False,False,True
SLC38A10,0.515217892328928,1.0,0.9747392120333084,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TRMT1L,0.880243177141892,1.0,0.9747392099889768,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
SLC39A10,0.718173780789178,1.0,0.9747391806511208,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC39A11,0.370944641762387,1.0,0.2223417201322218,0.974739246369655,0.303898042253598,0.0305196765285746,False,False,True
SLC39A13,0.65486881420941,1.0,0.974739211201546,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SLC39A3,0.929470850460858,1.0,0.3485190851449439,0.974739246369655,0.0176425355907781,0.4276241720704075,False,False,True
SLC39A6,0.226943496423914,1.0,0.2304709662267926,0.974739246369655,0.0359072336169803,0.1487542279755095,False,False,True
SLC39A7,0.246841629655972,1.0,0.4134843607319283,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SLC39A9,0.542210841448696,1.0,0.5295493057511361,0.974739246369655,0.0154067107363229,0.1487542279755095,False,False,True
SLC3A2,0.130576824036163,1.0,0.3298790199103728,0.974739246369655,0.0917833638442458,0.0517459530724249,False,False,True
SLC40A1,0.567757962196976,1.0,0.9747391942341732,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
SLC44A1,0.275307542629465,1.0,0.4019030058204075,0.974739246369655,0.0114305725134266,0.252212021085435,False,False,True
SLC35F5,0.137084884782747,1.0,0.7771192520896474,0.974739246369655,0.0120940641631012,0.0877349947292727,False,False,True
SMARCA2,0.897611588640511,1.0,0.7282150330007526,0.974739246369655,0.0042636352796072,0.252212021085435,False,False,True
TSN,0.640364915848662,1.0,0.7803084241006208,0.974739246369655,0.0053647925868496,0.252212021085435,False,False,True
TSNAX,0.818794074824728,1.0,0.8752377618264744,0.974739246369655,0.0043680154218261,0.1487542279755095,False,False,True
SEPHS2,0.420455489977969,1.0,0.3784362170785407,0.974739246369655,0.1915288226682579,0.0305196765285746,False,False,True
TUBB,0.0811657257470204,1.0,0.3731873049003497,0.974739246369655,0.2099339240316809,0.0305196765285746,False,False,True
SEPN1,0.35887443360385,1.0,0.1258653786124002,0.974739246369655,0.076686222729579,0.0877349947292727,False,False,True
SEPT11,0.0342020469185944,1.0,0.1720361350935766,0.974739246369655,0.0655227768374482,0.0877349947292727,False,False,True
TUBA1C,0.44074679720804,1.0,0.8390638641651048,0.974739246369655,0.0131234614453776,0.0877349947292727,False,False,True
SEPT2,0.28820284939008,1.0,0.9747392025474972,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
SEPT7,0.031715369901675,1.0,0.187380179552671,0.974739246369655,0.0432649523805207,0.1487542279755095,False,False,True
SEPT9,0.87324905966838,1.0,0.9747392155600668,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SEPW1,0.369458454791993,1.0,0.3979902235189775,0.974739246369655,0.0654578785118582,0.0517459530724249,False,False,True
SERBP1,0.335053867432015,1.0,0.2173119464376061,0.974739246369655,0.1621728577634023,0.0305196765285746,False,False,True
SERF1A,0.523943663921658,1.0,0.974739196442422,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
SERF1B,0.411673874710492,1.0,0.974739243582317,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TUBA1A,0.443946458454914,1.0,0.4792849414973402,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SERHL2,0.58636462920147,1.0,0.3959330193158358,0.974739246369655,0.1754839495664615,0.0305196765285746,False,False,True
SERINC1,0.330866546530275,1.0,0.9747391777363772,0.974739246369655,2.0495750515539687e-09,0.0305196765285746,False,False,True
TTYH3,0.546534480258401,1.0,0.9747391831821948,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TTLL12,0.0341713350532589,1.0,0.4245905568223829,0.974739246369655,0.0213391773764582,0.1487542279755095,False,False,True
SERINC3,0.494259887635875,1.0,0.696656534873175,0.974739246369655,0.0836783257155927,0.0305196765285746,False,False,True
SERINC5,0.103477753892588,1.0,0.2709564616542279,0.974739246369655,0.0736524104023637,0.0877349947292727,False,False,True
SERP1,0.582517689642429,1.0,0.7511122261824235,0.974739246369655,0.5012890772508235,0.0180004541438273,False,False,True
SERPINA1,0.209193420933529,1.0,0.9747022939731628,0.974739246369655,6.217740217685493e-07,0.0877349947292727,False,False,True
TTI1,0.150780936764337,1.0,0.2489398929537256,0.974739246369655,0.0938340141550164,0.0517459530724249,False,False,True
TTC9,0.0470683740183457,1.0,0.1099094414071953,0.974739246369655,0.0774821094162524,0.0877349947292727,False,False,True
TTC8,0.0788339695781526,1.0,0.5595849047736716,0.974739246369655,0.0088169712413817,0.252212021085435,False,False,True
SERPINB1,0.0309316889170529,1.0,0.7586863227352637,0.974739246369655,0.0041559225244791,0.252212021085435,False,False,True
SERPINB6,0.631104600311922,1.0,0.5050735602313488,0.974739246369655,0.0310285951186571,0.0877349947292727,False,False,True
SERPINE1,0.598441201084056,1.0,0.5100996507931681,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
TTC39A,0.0903004660041633,1.0,0.1227668844613277,0.974739246369655,0.0717818090994436,0.0877349947292727,False,False,True
SERPING1,0.0793910128460754,1.0,0.2238904148533661,0.974739246369655,0.1056903311449398,0.0517459530724249,False,False,True
SEPHS1,0.820034035340196,1.0,0.7239089945435119,0.974739246369655,0.5066597638918133,0.0180004541438273,False,False,True
TTC37,0.102269573460674,1.0,0.7933119087013337,0.974739246369655,0.0582866408572861,0.0305196765285746,False,False,True
SEP15,0.58638551388938,1.0,0.9747392141878736,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
TUBB2A,0.506734573499795,1.0,0.974739185270904,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SEC22B,0.239632198213187,1.0,0.5216449984802557,0.974739246369655,0.0152717138105013,0.1487542279755095,False,False,True
TVP23B,0.319357611757325,1.0,0.9747392256722102,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
SEC22C,0.64099463383375,1.0,0.9747392183445384,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TUSC3,0.121479234168973,1.0,0.1577794884390547,0.974739246369655,0.0449632827966094,0.1487542279755095,False,False,True
SEC23IP,0.622868380156188,1.0,0.9747391898921194,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SEC24B,0.130242774698244,1.0,0.2772106867179074,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SEC24D,0.0877814398784065,1.0,0.5634921846875984,0.974739246369655,0.0322152569599218,0.0877349947292727,False,False,True
TUSC2,0.763309598545906,1.0,0.97473921831018,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SEC61A1,0.0513747266243982,1.0,0.4790986457959595,0.974739246369655,0.0192783109649872,0.1487542279755095,False,False,True
SEC61B,0.302290613330189,1.0,0.9747391900589012,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SEC61G,0.185689427636657,1.0,0.4387189293556601,0.974739246369655,0.1834563435149158,0.0305196765285746,False,False,True
SEC62,0.493870771368595,1.0,0.2981904386486281,0.974739246369655,0.038093995374807,0.1487542279755095,False,False,True
SEC63,0.532143000697552,1.0,0.9747391959606873,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SECISBP2,0.606731076092183,1.0,0.9747391714587998,0.974739246369655,2.0495750515539687e-09,0.0305196765285746,False,False,True
SECISBP2L,0.539709877678381,1.0,0.5316541968734649,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SEL1L,0.145235332034894,1.0,0.3687832829276735,0.974739246369655,0.2037056076773022,0.0305196765285746,False,False,True
SEL1L3,0.516631436306253,1.0,0.3975800033990132,0.974739246369655,0.9999545803043444,0.0180004541438273,False,False,True
SELENBP1,0.219278956091546,1.0,0.6100236100694736,0.974739246369655,0.0134578656922252,0.1487542279755095,False,False,True
SELK,0.0697717429863473,1.0,0.0713616616062685,0.9644857483692928,0.4012374329863195,0.0305196765285746,False,False,True
TULP4,0.841302338309104,1.0,0.974739191703098,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SELO,0.263925824317665,1.0,0.4841981659759805,0.974739246369655,0.0121356141008745,0.252212021085435,False,False,True
SELPLG,0.075119515311086,1.0,0.4559891203773696,0.974739246369655,0.0635857430461054,0.0517459530724249,False,False,True
TUFM,0.339703038098279,1.0,0.7156989182208024,0.974739246369655,0.0132030472855373,0.0877349947292727,False,False,True
TUBGCP2,0.356760773041096,1.0,0.9747392009011524,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TUBB6,0.115073227850136,1.0,0.1790709425956795,0.974739246369655,0.3610136517463603,0.0305196765285746,False,False,True
SEMA4C,0.953263799611419,1.0,0.9747392130869692,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SENP2,0.739126970610368,1.0,0.4143324941508712,0.974739246369655,0.1909084480281465,0.0305196765285746,False,False,True
TUBB4B,0.217828734122496,1.0,0.4174846263759468,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SENP3,0.924583497804824,1.0,0.4083961383396767,0.974739246369655,0.0126692357526383,0.4276241720704075,False,False,True
SENP6,0.218067578042908,1.0,0.1481523443259701,0.974739246369655,0.1449483910451719,0.0517459530724249,False,False,True
SERPINH1,0.159133444175533,1.0,0.3929802426265919,0.974739246369655,0.2189910814707696,0.0305196765285746,False,False,True
SERTAD1,0.814396967034547,1.0,0.9747392025059808,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SERTAD3,0.491523928365705,1.0,0.974739176158751,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SGK3,0.128712016436666,1.0,0.4552963625498264,0.974739246369655,0.0613574341741266,0.0517459530724249,False,False,True
SGMS1,0.0551197012995756,1.0,0.0495974312815062,0.8547246334518028,0.4570287908808316,0.0305196765285746,False,False,True
SGPL1,0.610040914486815,1.0,0.9747391993500094,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SGSM2,0.79396365661722,1.0,0.9747392012561902,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
SGSM3,0.930195549079576,1.0,0.9747391828400416,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TSPAN9,0.544298196018569,1.0,0.9747391909379056,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
TSPAN6,0.595513535592408,1.0,0.9747391996928786,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
TSPAN5,0.332956392995447,1.0,0.5836334006835352,0.974739246369655,0.0117530824117117,0.1487542279755095,False,False,True
SH2B1,0.122085424872566,1.0,0.1254496452522325,0.974739246369655,0.0800038255733027,0.0877349947292727,False,False,True
TSPAN4,0.499909926129946,1.0,0.9747391982068736,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3BGRL3,0.42220102144201,1.0,0.3350620973623968,0.974739246369655,0.2216327334056322,0.0305196765285746,False,False,True
SH3BP2,0.243513643225855,1.0,0.9747391881176468,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3BP5,0.650970224922354,1.0,0.9227553495958752,0.974739246369655,0.0023211138616107,0.1487542279755095,False,False,True
TSPAN3,0.557027191201762,1.0,0.9747391825250892,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TSPAN17,0.160291865885311,1.0,0.9747391951260622,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3D19,0.123644176708076,1.0,0.2909871531228515,0.974739246369655,0.088602055562054,0.0517459530724249,False,False,True
TSPAN15,0.0404277188634556,1.0,0.2730472358393087,0.974739246369655,0.0320524388442168,0.1487542279755095,False,False,True
SH3GL1,0.48596315144753,1.0,0.5243710608044432,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SH3GLB1,0.614134012370373,1.0,0.9747391916308018,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3GLB2,0.633014587637531,1.0,0.9747392019741395,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3KBP1,0.413778701978541,1.0,0.974739178152258,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3PXD2B,0.219863542437876,1.0,0.52189854625789,0.974739246369655,0.0272426243943468,0.0877349947292727,False,False,True
SH3RF1,0.385766090551043,1.0,0.9747392254130895,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SH3YL1,0.0531606721489659,1.0,0.3680812349218549,0.974739246369655,0.0755737154375848,0.0517459530724249,False,False,True
SHARPIN,0.320881595605001,1.0,0.9747391733835894,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TSPAN14,0.572064983143222,1.0,0.2423666688310368,0.974739246369655,0.2591436532853731,0.0305196765285746,False,False,True
SHFM1,0.229939327939617,1.0,0.2288812379259764,0.974739246369655,0.2543423735119612,0.0305196765285746,False,False,True
SHISA5,0.425893363461718,1.0,0.4624621061930482,0.974739246369655,0.146102393819986,0.0305196765285746,False,False,True
SHMT2,0.594231742066908,1.0,0.9747391754229072,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
SGK1,0.667185516401797,1.0,0.546060941548602,0.974739246369655,0.0062488535201618,0.252212021085435,False,False,True
TSPO,0.182441909009092,1.0,0.5284383147636965,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SGCB,0.79462258890645,1.0,0.9747391995568762,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SFXN1,0.645846823446038,1.0,0.8011654142670153,0.974739246369655,0.4949193743547528,0.0180004541438273,False,False,True
SESN1,0.142328538817133,1.0,0.1884617494285388,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
SESN3,0.828283209766463,1.0,0.9747391893259202,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SET,0.942673730372073,1.0,0.974739204722104,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SETD2,0.432552707169442,1.0,0.9747391837712996,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SETD3,0.31624365001792,1.0,0.6814633843331219,0.974739246369655,0.5095935821205902,0.0180004541438273,False,False,True
SETD5,0.549730958987192,1.0,0.5782154464820308,0.974739246369655,0.0089551841066734,0.252212021085435,False,False,True
SETD7,0.113211881275724,1.0,0.4810232052251972,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SETDB1,0.324852706845121,1.0,0.4523534811503132,0.974739246369655,0.1823478290536286,0.0305196765285746,False,False,True
SETX,0.494545314283957,1.0,0.3828993621817839,0.974739246369655,0.0548919869558809,0.0517459530724249,False,False,True
TTC3,0.149126382385122,1.0,0.189294767209013,0.974739246369655,0.1141821629004046,0.0517459530724249,False,False,True
SEZ6L2,0.0277736586710402,1.0,0.4858828159286544,0.974739246369655,0.0182766501551431,0.1487542279755095,False,False,True
SF1,0.355909879077546,1.0,0.7084703480951073,0.974739246369655,0.0101675829965917,0.1487542279755095,False,False,True
SF3A1,0.409416907859759,1.0,0.4593739790796829,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SF3A3,0.434364325337893,1.0,0.9747391821671882,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SHOC2,0.548542512801333,1.0,0.9747391783025762,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
SF3B1,0.119304176524913,1.0,0.5790170500593175,0.974739246369655,0.0155424033118484,0.1487542279755095,False,False,True
TTC17,0.774037226171048,1.0,0.7501637708907345,0.974739246369655,0.501663418294519,0.0180004541438273,False,False,True
SF3B2,0.347895176081709,1.0,0.9747391979091,0.974739246369655,2.0601630623360648e-09,0.0180004541438273,False,False,True
SF3B3,0.51944509967076,1.0,0.974739175770071,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
SF3B4,0.70799231928797,1.0,0.974739246369655,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
SF3B5,0.353919717965476,1.0,0.3130586810283576,0.974739246369655,0.0212216839685232,0.252212021085435,False,False,True
SF3B6,0.0245508964459329,1.0,0.1854088553183911,0.974739246369655,0.0422954216943434,0.1487542279755095,False,False,True
NECAP2,0.205528136784688,1.0,0.83749367031897,0.974739246369655,0.0081629814076904,0.0877349947292727,False,False,True
TTC14,0.804969016077155,1.0,0.9747392171462852,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
TSTA3,0.338391059751991,1.0,0.5505848636268282,0.974739246369655,0.1214200893406006,0.0305196765285746,False,False,True
TSPYL5,0.51081898238449,1.0,0.9370722734204598,0.974739246369655,0.0115520567815375,0.0305196765285746,False,False,True
SFSWAP,0.596691607208484,1.0,0.7224303747909144,0.974739246369655,0.0063690879215183,0.252212021085435,False,False,True
SFT2D1,0.377901424412794,1.0,0.5016928389160582,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
SFT2D2,0.23018487682334,1.0,0.0595985035857105,0.9130555784810842,0.1053815024198377,0.0877349947292727,False,False,True
TSPYL1,0.0743684181644025,1.0,0.2637221330612259,0.974739246369655,0.0220867544229259,0.4276241720704075,False,False,True
TTC19,0.807065673558513,1.0,0.9245406376708518,0.974739246369655,0.0017233525192297,0.1487542279755095,False,False,True
SFN,0.699180896329955,1.0,0.4873838850778502,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
A1BG,0.711734466657726,1.0,0.9747391744887866,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
NDUFV1,0.439575581510794,1.0,0.9747391744823444,0.974739246369655,2.0601630623360656e-09,0.0180004541438273,False,False,True
COX8A,0.0582584167001833,1.0,0.9746887489513784,0.974739246369655,4.215743124770206e-06,0.0877349947292727,False,False,True
COX7C,0.046468001009577,1.0,0.5927601968420582,0.974739246369655,0.0263685552563472,0.0877349947292727,False,False,True
COX7B,0.18599167485848,1.0,0.2131252762267937,0.974739246369655,0.0483429824555069,0.1487542279755095,False,False,True
COX7A2L,0.709919521994776,1.0,0.9747391873853818,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
COX7A2,0.412631411718795,1.0,0.3171161103954621,0.974739246369655,0.0258248166936705,0.1487542279755095,False,False,True
COX6A1,0.129499451900421,1.0,0.2819915238497681,0.974739246369655,0.2329483390538194,0.0305196765285746,False,False,True
CPNE1,0.0542022126063035,1.0,0.5708483329689902,0.974739246369655,0.0164805920907239,0.1487542279755095,False,False,True
COX5B,0.191865201796197,1.0,0.1564440888241627,0.974739246369655,0.1408964839589745,0.0517459530724249,False,False,True
COX4I1,0.0684139020934538,1.0,0.4394002845691873,0.974739246369655,0.0133965918481274,0.252212021085435,False,False,True
COX20,0.601489521727385,1.0,0.974739203303384,0.974739246369655,1.720540692513357e-09,0.1487542279755095,False,False,True
COX14,0.954648825996967,1.0,0.9747391927553264,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
CORO7,0.473749519272687,1.0,0.9747391758409352,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
CORO1C,0.217967373622832,1.0,0.770200613593209,0.974739246369655,0.0128034367476866,0.0877349947292727,False,False,True
CORO1B,0.613301453394603,1.0,0.3660355359943738,0.974739246369655,0.9999545803043446,0.0180004541438273,False,False,True
COX5A,0.168756678125647,1.0,0.9003839076101489,0.974739246369655,0.4889354782157813,0.0180004541438273,False,False,True
CPNE3,0.304272884791933,1.0,0.2384228237815654,0.974739246369655,0.2547313749826214,0.0305196765285746,False,False,True
CPPED1,0.641134446877252,1.0,0.8271453658527729,0.974739246369655,0.4974351858798338,0.0180004541438273,False,False,True
CPQ,0.366366066148347,1.0,0.3069113929507949,0.974739246369655,0.9999545803043448,0.0180004541438273,False,False,True
CREBZF,0.0526606892209016,1.0,0.0236391423660572,0.6615630425226182,0.2048921201864035,0.0517459530724249,False,False,True
CREBL2,0.188064884564957,1.0,0.6620595812994718,0.974739246369655,0.0067503466154115,0.252212021085435,False,False,True
CREBBP,0.227060903401945,1.0,0.974739173471633,0.974739246369655,2.060163062336065e-09,0.0180004541438273,False,False,True
CREB3L4,0.233972541501224,1.0,0.2220744869125129,0.974739246369655,0.1084701886888277,0.0517459530724249,False,False,True
CREB3L2,0.302651949213715,1.0,0.7778574469696509,0.974739246369655,0.0075787862030582,0.252212021085435,False,False,True
